accession,symbol,mito_pathways,description,coverage_percent,abundance_raw_wt_spf_1,abundance_raw_wt_spf_2,abundance_raw_aso_spf_1,abundance_raw_aso_spf_2,abundance_raw_aso_spf_3,abundance_raw_wt_spf_3,abundance_raw_aso_spf_4,abundance_raw_wt_spf_4,abundance_raw_wt_gf_1,abundance_raw_wt_gf_2,abundance_raw_wt_gf_3,abundance_raw_wt_gf_4,abundance_raw_aso_gf_1,abundance_raw_aso_gf_2,abundance_raw_aso_gf_3,abundance_raw_aso_gf_4,abundance_norm_wt_spf_1,abundance_norm_wt_spf_2,abundance_norm_aso_spf_1,abundance_norm_aso_spf_2,abundance_norm_aso_spf_3,abundance_norm_wt_spf_3,abundance_norm_aso_spf_4,abundance_norm_wt_spf_4,abundance_norm_wt_gf_1,abundance_norm_wt_gf_2,abundance_norm_wt_gf_3,abundance_norm_wt_gf_4,abundance_norm_aso_gf_1,abundance_norm_aso_gf_2,abundance_norm_aso_gf_3,abundance_norm_aso_gf_4,abundance_scaled_wt_spf_1,abundance_scaled_wt_spf_2,abundance_scaled_aso_spf_1,abundance_scaled_aso_spf_2,abundance_scaled_aso_spf_3,abundance_scaled_wt_spf_3,abundance_scaled_aso_spf_4,abundance_scaled_wt_spf_4,abundance_scaled_wt_gf_1,abundance_scaled_wt_gf_2,abundance_scaled_wt_gf_3,abundance_scaled_wt_gf_4,abundance_scaled_aso_gf_1,abundance_scaled_aso_gf_2,abundance_scaled_aso_gf_3,abundance_scaled_aso_gf_4,exp_q-value_combined,sum_pep_score,num_peptides,num_psms,num_unique_peptides,num_aas,mw_kda,calc_pi,biological_process,cellular_component,molecular_function,entrez_gene_id,ensembl_gene_id,gene_symbol,reactome_pathways,wikipathways
Q6PB66,Lrpprc,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Mus musculus OX=10090 GN=Lrpprc PE=1 SV=2",45,125152283.3,171495756.3,164046190.4,175568711.1,141667917.7,191895104.7,188509555.6,180194785.8,105149118.2,94692788.8,110650390.4,110194563.6,88118564.81,119186495.4,96972546.68,78677216.12,98510871.87,125523128.9,132715676.9,115673471.3,132040506.3,146751482.1,148593098.5,132321798.9,99518116.44,104763827,114244526.2,112268320.5,113803210.5,111936146.8,93023838.73,86243201.77,5.273795452,6.719900998,7.10495522,6.192597987,7.068809854,7.856364321,7.954955553,7.083868895,5.327718453,5.608548415,6.11609918,6.010302689,6.092473272,5.992519714,4.980046246,4.61704375,0,562.086,59,638,59,1392,156.5,6.83,transport;other biological processes,other membranes;cytoskeleton;mitochondrion;nucleus;other cell component,cytoskeletal activity;nucleic acid binding activity;other molecular function,72416,ENSMUSG00000024120,Lrpprc,Respiratory electron transport; TP53 Regulates Metabolic Genes; Cytoprotection by HMOX1,TNF-alpha NF-kB Signaling Pathway
Q9D1H8,Mrpl53,Mitochondrial central dogma > Translation > Mitochondrial ribosome,"39S ribosomal protein L53, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl53 PE=1 SV=1",34,6735151.578,12875901.94,8597120.109,8159798.719,7589799.75,9823349.938,9029389.5,9222182.172,5261561.172,4701658.125,7721972.344,6840392.266,4452070.063,6811676.359,9834961.578,4384350.688,7526814.352,10353955.27,7708050.109,8032896.904,10787739.39,7147187.731,8001470.131,7616730.332,5765268.78,5790106.93,7382796.913,7296256.555,6415396.762,6933687.685,7995538.899,6552527.17,6.204794527,8.535372601,6.354197791,6.621988057,8.892966291,5.891846038,6.596081125,6.278917543,4.752649196,4.773124739,6.086072506,6.014732212,5.288587822,5.715845428,6.591191663,5.40163246,0,21.127,3,10,3,118,12.7,9.52,,mitochondrion;translational apparatus,,68499,ENSMUSG00000030037,Mrpl53,Mitochondrial translation elongation; Mitochondrial translation termination,
Q9D2G2,Dlst,Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Amino acid metabolism > Lysine metabolism,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dlst PE=1 SV=1",33,217829561.7,240987682.9,226353491.3,248834966.1,219348255.3,246769252.4,236084004,271575048.9,146083367.2,149642559.7,138314259.1,132021367.2,125990541.8,160040860.4,131315500.2,118814417.8,212959370.6,184505825.4,189317034.8,217779581.8,213263639.8,199436086.1,238549880.5,201902854.7,147657058.4,185009194.9,143974831.1,159747692.5,133903754.8,166967459.7,153242549.7,143279855,7.365022163,6.380980043,6.547371705,7.531725145,7.37554506,6.897330651,8.250048601,6.982641785,5.106596177,6.398388655,4.979249419,5.524740671,4.630949646,5.774430297,5.299765734,4.955214249,0,181.369,11,228,11,454,49,8.95,protein metabolism;other metabolic processes,plasma membrane;other membranes;mitochondrion;nucleus;other cell component,other molecular function,78920,ENSMUSG00000004789,Dlst,Citric acid cycle (TCA cycle); Glyoxylate metabolism and glycine degradation; Lysine catabolism,TCA Cycle
Q8BKZ9,Pdhx,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Mus musculus OX=10090 GN=Pdhx PE=1 SV=1",30,118058826.7,149023775.5,98434443.97,158611841.6,128137706.2,125025525.4,138692498.2,137158634.3,65088853.02,82102032.66,79981761.86,86306137.95,66088148.33,95239541.58,77876323.36,54778073.93,93967920.65,113768415.6,97783812.68,113132616.8,110543495.1,112429016,108768135.5,106546151.1,71020413.13,87720567.16,87960759.98,67408399.16,81484522.93,94067093.36,74317973.69,74802389.9,6.282446911,7.606255692,6.53756737,7.563747863,7.390646023,7.516706974,7.271950172,7.123394167,4.748237186,5.864765362,5.880824019,4.506747474,5.44783992,6.289077336,4.968703372,5.00109016,0,144.755,13,194,13,501,54,7.75,other metabolic processes,mitochondrion;other cell component,other molecular function,27402,ENSMUSG00000010914,Pdhx,Glyoxylate metabolism and glycine degradation; Regulation of pyruvate dehydrogenase (PDH) complex; Signaling by Retinoic Acid,Glycolysis and Gluconeogenesis; TCA Cycle
Q8K0D5,Gfm1,Mitochondrial central dogma > Translation > Translation factors,"Elongation factor G, mitochondrial OS=Mus musculus OX=10090 GN=Gfm1 PE=1 SV=1",28,11292417.92,15584611.63,16816064.61,17734587.06,13509151.81,16452548.41,17607428.89,16504129.17,9070006.727,9160282.289,8965886.406,8482944.891,8716314.125,11185143.25,8155807.313,5759353.25,11807708.9,18934107.06,14380079.67,11911820.67,13912912.02,14474811.45,13969536.85,12023234.76,9567146.774,7731137.105,9496298.342,9199507.056,8539077.89,10413821.17,8729972.874,7908473.083,6.452312439,10.34652662,7.857982249,6.509204224,7.602698886,7.909748349,7.633641472,6.570086361,5.227959179,4.224673265,5.189244114,5.027062769,4.666171816,5.690623677,4.770486217,4.321578358,0,135.573,17,121,17,751,83.5,6.92,protein metabolism;other metabolic processes,,nucleic acid binding activity;other molecular function,28030,ENSMUSG00000027774,Gfm1,Mitochondrial translation elongation,
Q99LP6,Grpel1,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis","GrpE protein homolog 1, mitochondrial OS=Mus musculus OX=10090 GN=Grpel1 PE=1 SV=1",39,35028009.64,37901017.44,34119622.13,39631886.73,36141874.59,39532282.38,34230546.84,40366644.44,21431884.95,20364561.31,22820525.38,22395504.34,18888157.33,26273605.34,20299925.56,13857796.84,35235098.71,33309248.22,31889676.08,37548652.38,34375324.06,33739822.06,31208220.54,39624096.04,22412277.12,23315446.95,27957533.3,23187377.62,21403902.64,12022689.13,25561597.23,23280116.24,7.725791085,7.303521272,6.992260109,8.233070275,7.537273398,7.397930643,6.842841395,8.688140494,4.914207059,5.112239748,6.130082487,5.084158747,4.693106768,2.63614373,5.604739797,5.104492995,0,108.082,8,107,8,217,24.3,8.38,cell organization and biogenesis;transport;other biological processes,other membranes;mitochondrion;nucleus,enzyme regulator activity;other molecular function,17713,ENSMUSG00000029198,Grpel1,,
Q9D023,Mpc2,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport,Mitochondrial pyruvate carrier 2 OS=Mus musculus OX=10090 GN=Mpc2 PE=1 SV=1,51,46760607.31,48194532.81,47525540.17,48493827.13,41335538.94,45036935.38,43231116.59,42733256.17,26559511.19,27832590.55,27866730.44,23664764.38,21550049.06,29230644.69,31154540.66,20977731.42,41526892.09,41101411.02,42677734.38,39150342.44,35546575.96,47897971.79,36430679.9,34810517.42,27766005.45,32188543.58,29770229.34,29829704.2,26982736.33,29205869,26897118.33,31191371.08,7.509740864,7.432796686,7.717859675,7.079964613,6.428257946,8.661889633,6.58813968,6.295148806,5.021216259,5.82098994,5.383660962,5.394416421,4.879569537,5.281601797,4.864086341,5.64066084,0,62.662,7,138,7,127,14.3,10.61,other metabolic processes;transport;other biological processes,other membranes;mitochondrion,other molecular function,70456,ENSMUSG00000026568,Mpc2,,Glycolysis and Gluconeogenesis
Q8R1I1,Uqcr10,OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits,Cytochrome b-c1 complex subunit 9 OS=Mus musculus OX=10090 GN=Uqcr10 PE=1 SV=1,52,133481302.6,134660283.8,161973815.1,140030610.3,151324428.8,170048399.9,169037294.8,164436298.3,91975813.38,84061708.72,97300490.63,103050078.7,89180831.44,102726769.7,87461793.44,77802226.63,131689406.3,104812787,123540438,114021882.3,126276146.7,132591818.2,142453825.9,122084066.8,111910865.9,103972986.3,87542754.89,104668108.7,89268947.03,95736570.35,88115993.46,104739934.6,7.384066792,5.877045399,6.927139175,6.393416281,7.080535387,7.434666679,7.98764756,6.84547777,6.275047717,5.829956232,4.908682993,5.868933025,5.005473755,5.368125269,4.940825532,5.872960434,0,67.627,3,95,3,64,7.4,9.19,cell organization and biogenesis;other metabolic processes,other membranes;mitochondrion,,66152,ENSMUSG00000059534,Uqcr10,Respiratory electron transport,Electron Transport Chain
Q8BMS4,Coq3,Metabolism > Metals and cofactors > Coenzyme Q metabolism,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Coq3 PE=1 SV=1",24,5896318.5,7889044.188,7717830.375,9499001.031,6631632.063,5936322.922,8930155.621,7292544.344,4282894.547,3594921.813,2951038.684,6066074.281,4657883.406,5846170.438,6611504.375,4783631.984,6749343.698,6085751.91,8031619.05,9950482.718,6398156.212,5956568.784,7401575.874,5778489.314,4299715.158,4305991.083,3718687.398,5503062.38,5913102.81,5038784.368,6877916.719,5376738.093,6.930508182,6.249104401,8.247202103,10.21757151,6.569894194,6.116453768,7.600247439,5.933594326,4.41512722,4.421571603,3.818503634,5.650774439,6.071821089,5.174034373,7.062532333,5.521059382,0,97.148,6,49,6,370,40.9,7.96,other metabolic processes;other biological processes,other membranes;mitochondrion,other molecular function,230027,ENSMUSG00000028247,Coq3,Ubiquinol biosynthesis,
P56382,Atp5e,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,"ATP synthase subunit epsilon, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1e PE=1 SV=2",31,76076091,108571065,120688724,116025522,96624446,115079452,108556180,133010056,70735308,64915459,66458912,74777206,71811270,87522944,69157588,56130919,76922574.2,108748955.5,101336709.1,98755864.37,95865777.45,104831170.7,81156113.5,89481660.85,55114012.28,82782827.29,61925973.67,72511773.42,71982959.3,62886580.79,70536261.67,73191462.77,5.880792826,8.313945342,7.747273122,7.549965465,7.329015989,8.014427531,6.204450319,6.840945127,4.213510681,6.3288139,4.734290622,5.543583549,5.503155283,4.807729812,5.392554083,5.595546348,0,6.472,2,28,2,52,5.8,10.01,other metabolic processes;transport,other membranes;mitochondrion;ER/Golgi,transporter activity;other molecular function,67126,ENSMUSG00000016252,Atp5f1e,Formation of ATP by chemiosmotic coupling; Cristae formation,Oxidative phosphorylation; Electron Transport Chain
Q99N91,Mrpl34,Mitochondrial central dogma > Translation > Mitochondrial ribosome,"39S ribosomal protein L34, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl34 PE=1 SV=1",13,312175.9063,366014.4688,531354.5,521016.4063,392823.0313,566536.6875,445922.625,453845.1875,340724.7188,238449.8438,255156.3438,317248.25,277140.875,376084.9688,276646.2813,206624.875,622389.2631,565989.8456,453429.7673,432203.5578,470178.2963,578206.8465,453278.7589,427710.7573,318981.2885,334676.9018,353064.6003,371919.3171,321237.5774,349908.5695,319428.1473,353058.441,9.253948074,8.415377564,6.741786483,6.42618618,6.990810731,8.597025126,6.739541226,6.359385312,4.742749361,4.97611841,5.249514526,5.529854468,4.776296823,5.202589319,4.749393448,5.249422947,0,9.725,1,4,1,92,10.5,11.81,protein metabolism;other metabolic processes,mitochondrion;translational apparatus,other molecular function,94065,ENSMUSG00000034880,Mrpl34,Mitochondrial translation elongation; Mitochondrial translation termination,
Q9DC71,Mrps15,Mitochondrial central dogma > Translation > Mitochondrial ribosome,"28S ribosomal protein S15, mitochondrial OS=Mus musculus OX=10090 GN=Mrps15 PE=1 SV=2",21,3629342.984,3480924.656,3914762.813,4160773.219,3496383.875,4553317.344,3990542.961,4130227.625,1736384.867,2319300.938,2680184.094,2363085.906,2216949.234,2934975.313,2210867.891,1427300.492,3453047.917,3367282.577,3097316.054,5216780.755,3991530.83,3245922.326,4518797.96,3785743.294,2562123.604,2864745.761,3112122.984,2606760.639,3635598.438,2911905.269,2166212.801,2254217.469,6.541088859,6.378624066,5.86722803,9.882117854,7.561133951,6.14873204,8.55993305,7.171311803,4.853416044,5.426671459,5.895276714,4.937971724,6.886893262,5.516005444,4.103444481,4.270151219,0,30.246,6,27,6,258,29.4,10.13,protein metabolism;other metabolic processes,mitochondrion;translational apparatus;nucleus,other molecular function,66407,ENSMUSG00000028861,Mrps15,Mitochondrial translation elongation; Mitochondrial translation termination,
Q9CZB0,Sdhc,OXPHOS > Complex II > CII subunits | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Metals and cofactors > Heme-containing proteins | OXPHOS > OXPHOS subunits,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhc PE=1 SV=1",24,28282779.63,33006455.28,43338811.39,43205301.8,30342392,42791842.97,32948329.63,31489693.23,25936667.81,24148294.67,24874127.28,20777115.16,18655179.96,23658826.59,23255805.71,18082198.86,30446197.15,27937410.58,31759471.94,32030861.37,28599306.24,38067015.63,26484697.3,33219115.32,26914004.42,25093333.9,26584824.65,25235567.91,22984192.47,25467125.65,23641416.37,24787983.26,6.777078706,6.218642985,7.069403117,7.129812221,6.365975637,8.47341163,5.895280688,7.394307997,5.990841002,5.585574382,5.917568233,5.617234529,5.116096457,5.668777422,5.262389213,5.517605784,0,82.629,3,84,3,169,18.4,9.94,other metabolic processes,other membranes;mitochondrion,other molecular function,66052,ENSMUSG00000058076,Sdhc,Citric acid cycle (TCA cycle),Electron Transport Chain; TCA Cycle
P56480,Atp5b,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,"ATP synthase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1b PE=1 SV=2",76,4635787149,5853139111,6163613505,6451465166,5553693632,6250020975,5745490833,6138108818,3699307443,3351225769,3461340903,3814047604,3473543286,4309610101,3579725940,2943181010,3634664742,4534791668,4611262512,4324288289,4560165806,4577139481,4602186062,4545732315,4386268138,3873586827,3981472299,4359318077,3688919859,3725984749,4301135889,4281287396,5.346022578,6.669968309,6.782444944,6.360350808,6.707289692,6.732255309,6.769094907,6.686060287,6.451513459,5.697439546,5.856122177,6.411874139,5.425823357,5.480340006,6.326297253,6.297103228,0,1107.385,34,2767,34,529,56.3,5.34,other metabolic processes;transport;developmental processes;other biological processes,plasma membrane;other membranes;mitochondrion;ER/Golgi;other cell component,signal transduction activity or receptor binding;transporter activity;other molecular function,11947,ENSMUSG00000025393,Atp5f1b,Mitochondrial protein import; Formation of ATP by chemiosmotic coupling; Cristae formation,Oxidative phosphorylation; Electron Transport Chain
Q8VE22,Mrps23,Mitochondrial central dogma > Translation > Mitochondrial ribosome,"28S ribosomal protein S23, mitochondrial OS=Mus musculus OX=10090 GN=Mrps23 PE=1 SV=1",51,6083141.906,8328410.625,7996061.313,8271170.406,8066507.688,9409789.938,8831154.438,8982726.406,4587891.734,5173998.406,4720864.844,4392247.094,4084034.531,6394470.625,4165096.453,3422824.109,6063177.128,5924527.202,8111492.496,8073443.494,7198617.511,7130543.573,9948156.445,7160619.002,5213594.332,6839448.312,5111570.838,4753953.701,4306339.322,5345601.116,4976040.056,4946276.715,5.997006088,5.859869331,8.022966979,7.985333228,7.120054739,7.052723732,9.839586327,7.08247093,5.156695292,6.764805365,5.055785241,4.702070991,4.259341693,5.287261408,4.921733586,4.892295071,0,61.775,8,83,8,177,20.3,8.59,protein metabolism;other metabolic processes,other membranes;mitochondrion;translational apparatus;nucleus,other molecular function,64656,ENSMUSG00000023723; ENSMUSG00000098375,Mrps23,Mitochondrial translation elongation; Mitochondrial translation termination,
Q99LC5,Etfa,"Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Electron carriers > Q-linked reactions, other","Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Etfa PE=1 SV=2",56,116770819.4,105104309.5,111519191.4,123967606.4,106718708.8,134339103.2,98563436.25,135353146.8,73049340.06,68037267.97,61934055.52,77350846.31,54367698.56,84987571.19,62862682.61,54476436.66,106084228.5,94740200.47,102275648.6,98502938.65,99044827.41,106693860.5,87999360.99,99191838.3,82149689.24,89519399.95,65722623.25,70178631.04,70896279.86,83788472.45,69307113.32,69191881.58,7.603040016,6.790015307,7.330079692,7.059690162,7.098527244,7.646732247,6.306900399,7.109063491,5.887655341,6.415841352,4.710330099,5.029691478,5.081125257,6.005106677,4.96722994,4.958971299,0,200.772,14,199,14,333,35,8.38,other metabolic processes,mitochondrion,other molecular function,110842,ENSMUSG00000032314,Etfa,Respiratory electron transport,
P97807,Fh1,Metabolism > Carbohydrate metabolism > TCA cycle,"Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh PE=1 SV=3",53,269192757.3,307666206.8,289714630.9,317557159.9,258311817.1,331409809.8,280653997.9,325179413,197001367.8,175292663.6,186748819.9,214824828.3,172435597.3,215183672.6,202410274,151602584.7,226027858.5,231424302.1,246279943.6,232088019.2,255116968.6,281832927.4,242244276.6,283969579.5,199513349.6,200427243.8,218835304.9,242302413.2,207255160.2,220113393.2,198094154.5,216139177.4,6.106114819,6.25189908,6.65322241,6.269829316,6.891953553,7.613681898,6.544199363,7.671403292,5.389828622,5.414517359,5.91180887,6.545769915,5.598972682,5.946336266,5.351489239,5.838973316,0,487.588,22,578,22,507,54.3,9.04,DNA metabolism;other metabolic processes;stress response;other biological processes,cytosol;nucleus;other cell component,other molecular function,14194,ENSMUSG00000026526,Fh,Citric acid cycle (TCA cycle),TCA Cycle; Amino Acid metabolism
Q8BK72,Mrps27,Mitochondrial central dogma > Translation > Mitochondrial ribosome,"28S ribosomal protein S27, mitochondrial OS=Mus musculus OX=10090 GN=Mrps27 PE=1 SV=2",33,19300457.21,31736981.97,30671147.89,29295373.3,22847356.03,31563647.81,26376159.13,26546268.08,14368387.98,15690514.98,18615492.41,17137583.75,14459192.35,20104936.27,15763297.83,12916695.61,23070842.98,21423919.47,23998460.7,21671668.33,20239831.61,29216295.77,26237516.91,23544234.99,15028197.62,15097425.78,19031520.49,17864623.87,18342849.42,17491393.04,17141208.56,16624677.31,7.076410261,6.571257224,7.360934047,6.647248055,6.208067569,8.961375853,8.047709139,7.221611547,4.609527791,4.630761814,5.83744803,5.479531363,5.626215216,5.365052041,5.257641614,5.099208434,0,97.901,12,77,12,415,47.7,5.5,cell cycle OR cell proliferation;other biological processes,plasma membrane;other membranes;mitochondrion;translational apparatus;nucleus;other cell component,translation activity;nucleic acid binding activity,218506,ENSMUSG00000041632,Mrps27,Mitochondrial translation elongation; Mitochondrial translation termination,
Q9D924,Isca1,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,"Iron-sulfur cluster assembly 1 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Isca1 PE=2 SV=1",43,7383870.125,10263997.38,9888805.875,11160817.13,9418745.188,12075360.75,11233335.94,11540375.13,6253083.063,6552884.938,6400848.063,6448181.688,5259786.063,7114366.063,5506822.844,4594067.719,7395761.264,7536493.284,9355531.093,7608354.322,7958417.548,9305252.526,8995742.912,7744971.177,6016199.606,6540187.486,6406264.556,6281056.005,6489741.897,6463384.715,6089102.292,6497851.346,6.338265304,6.458874508,8.017813989,6.520460369,6.820469187,7.974724591,7.709470755,6.637542822,5.155962701,5.60502725,5.490253526,5.382948141,5.561794712,5.539206259,5.218441268,5.568744618,0,67.625,4,61,4,129,14.2,9.07,cell organization and biogenesis;protein metabolism;other metabolic processes,other cell component,other molecular function,69046,ENSMUSG00000044792,Isca1,Mitochondrial iron-sulfur cluster biogenesis,
