"","Accession","log2_foldchange","foldchange","AveExpr","t","p_value","adj_p_value","q_value","B","description","exp_q.value_combined","sum_pep_score","coverage_percent","num_peptides","num_psms","num_unique_peptides","num_aas","mw_kda","calc_pi","biological_process","cellular_component","molecular_function","entrez_gene_id","ensembl_gene_id","gene_symbol","reactome_pathways","wikipathways"
"57","A2AHL1",0.475745621998904,1.39063675108095,19.839912767521,-2.70956586366401,0.0143508302080143,0.999721833650411,0.999721833650411,-3.89910761850705,"Anoctamin-3 OS=Mus musculus OX=10090 GN=Ano3 PE=1 SV=1",0,21.973,5,4,12,4,981,114.5,8.87,"cell organization and biogenesis;transport;other biological processes","plasma membrane;other membranes","transporter activity;other molecular function","228432","ENSMUSG00000074968","Ano3","Stimuli-sensing channels",NA
"58","Q640M6",0.47540941620797,1.39031271471707,19.8729834413832,-1.46886399013608,0.159118105515584,0.999721833650411,0.999721833650411,-4.46187592677398,"Glycerophosphodiester phosphodiesterase domain-containing protein 5 OS=Mus musculus OX=10090 GN=Gdpd5 PE=1 SV=1",0,18.489,4,2,5,2,607,68.8,8,"cell organization and biogenesis;other metabolic processes;developmental processes;other biological processes","other membranes;ER/Golgi;other cell component","other molecular function","233552","ENSMUSG00000035314","Gdpd5",NA,NA
"59","Q9QYB1",0.473316781385272,1.38829752253961,23.3077122441684,-2.19853477740595,0.0412191888600514,0.999721833650411,0.999721833650411,-4.14357895638696,"Chloride intracellular channel protein 4 OS=Mus musculus OX=10090 GN=Clic4 PE=1 SV=3",0,113.486,48,8,91,8,253,28.7,5.59,"transport;developmental processes;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;nucleus;other cell component","transporter activity;other molecular function","29876","ENSMUSG00000037242","Clic4",NA,NA
"60","Q9R112",-0.469250935433259,-1.38439048933152,21.1442654083161,3.20216692805647,0.00493561001058219,0.999721833650411,0.999721833650411,-3.6638314792635,"Sulfide:quinone oxidoreductase, mitochondrial OS=Mus musculus OX=10090 GN=Sqor PE=1 SV=3",0,83.564,21,7,43,7,450,50.3,9.09,"other metabolic processes",NA,"other molecular function","59010","ENSMUSG00000005803","Sqor","Sulfide oxidation to sulfate",NA
"61","O08807",-0.467748161452246,-1.38294919869632,19.1737944456292,1.68867942466852,0.113400358334242,0.999721833650411,0.999721833650411,-4.41656821234858,"Peroxiredoxin-4 OS=Mus musculus OX=10090 GN=Prdx4 PE=1 SV=1",0,16.132,14,4,34,2,274,31,7.15,"cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;developmental processes;other biological processes","non-structural extracellular;cytosol;ER/Golgi;other cell component","other molecular function","53381","ENSMUSG00000025289","Prdx4","Neutrophil degranulation","Oxidative Stress and Redox Pathway"
"62","D3Z6S5",0.466185778706475,1.38145232905138,20.6972639789405,-2.65076224883415,0.0162562174843726,0.999721833650411,0.999721833650411,-3.92746097989693,"Pleckstrin homology domain-containing family B member 1 (Fragment) OS=Mus musculus OX=10090 GN=Plekhb1 PE=1 SV=2",0,18.113,32,4,10,4,149,17.2,6.19,NA,"other membranes",NA,NA,"ENSMUSG00000030701","Plekhb1",NA,NA
"63","Q922F4",-0.465036994639856,-1.38035274895608,19.4586255893865,1.67520260257576,0.112175844243904,0.999721833650411,0.999721833650411,-4.3797163879152,"Tubulin beta-6 chain OS=Mus musculus OX=10090 GN=Tubb6 PE=1 SV=1",0,357.801,38,15,552,3,447,50.1,4.89,"cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes","cytoskeleton;other cell component","cytoskeletal activity;other molecular function","67951","ENSMUSG00000001473","Tubb6","COPI-mediated anterograde transport; RHO GTPases Activate Formins; HSP90 chaperone cycle for steroid hormone receptors (SHR); MHC class II antigen presentation; Recycling pathway of L1; Aggrephagy; Hedgehog 'off' state; Separation of Sister Chromatids; The role of GTSE1 in G2/M progression after G2 checkpoint; Recruitment of NuMA to mitotic centrosomes; Intraflagellar transport; Resolution of Sister Chromatid Cohesion; EML4 and NUDC in mitotic spindle formation; COPI-dependent Golgi-to-ER retrograde traffic; Kinesins; Carboxyterminal post-translational modifications of tubulin; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane; RHO GTPases activate IQGAPs; COPI-independent Golgi-to-ER retrograde traffic; Sealing of the nuclear envelope (NE) by ESCRT-III",NA
"64","Q3U213",0.464133382928171,1.37948845515794,19.1535957983472,-2.20897198410599,0.0403700922133765,0.999721833650411,0.999721833650411,-4.13867496132288,"Protein SERAC1 OS=Mus musculus OX=10090 GN=Serac1 PE=2 SV=1",0,7.835,3,2,5,2,654,73.9,8.18,"cell organization and biogenesis;other metabolic processes;transport","extracellular matrix;other membranes;mitochondrion;ER/Golgi;other cell component",NA,"321007","ENSMUSG00000015659","Serac1",NA,NA
"65","O70378",-0.463038497049688,-1.37844193499689,20.6073758710753,2.49547866797289,0.0225110823223995,0.999721833650411,0.999721833650411,-4.00224136205956,"ER membrane protein complex subunit 8 OS=Mus musculus OX=10090 GN=Emc8 PE=1 SV=1",0,20.96,17,3,26,3,207,23.3,6.15,NA,"other membranes;cytosol;ER/Golgi;other cell component",NA,"18117","ENSMUSG00000031819","Emc8",NA,NA
"66","P97785",-0.454615438064522,-1.37041746052245,18.9577985741431,2.3251622111889,0.0344894673582641,0.999721833650411,0.999721833650411,-4.25806556035573,"GDNF family receptor alpha-1 OS=Mus musculus OX=10090 GN=Gfra1 PE=1 SV=2",0,6.27,3,1,1,1,468,51.7,7.84,"cell organization and biogenesis;developmental processes;signal transduction;other biological processes","non-structural extracellular;plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component","signal transduction activity or receptor binding;other molecular function","14585","ENSMUSG00000025089","Gfra1","RAF/MAP kinase cascade; RET signaling","Exercise-induced Circadian Regulation"
"67","Q8BTZ5",-0.454305783801342,-1.37012335119288,18.5371795556448,2.88041580952738,0.010867348656852,0.999721833650411,0.999721833650411,-3.98725864346979,"Ankyrin repeat domain-containing protein 46 OS=Mus musculus OX=10090 GN=Ankrd46 PE=1 SV=1",0,10.052,10,2,4,2,228,25.2,5.73,NA,"other membranes",NA,"68839","ENSMUSG00000048307","Ankrd46",NA,NA
"68","D3Z5H3",0.4539620306115,1.36979692866249,19.0387010850851,-1.09561177379899,0.288517122270527,0.999721833650411,0.999721833650411,-4.59100394070039,"Signal peptidase complex catalytic subunit SEC11 OS=Mus musculus OX=10090 GN=Sec11c PE=1 SV=2",0.001,4.424,8,2,6,2,206,23.3,9.04,"protein metabolism;other metabolic processes","other membranes;ER/Golgi","other molecular function",NA,"ENSMUSG00000024516","Sec11c",NA,NA
"69","P57722",0.451240787671381,1.367215622959,16.9658428115262,-1.59360722099831,0.133324664275001,0.999721833650411,0.999721833650411,-4.46822038060197,"Poly(rC)-binding protein 3 OS=Mus musculus OX=10090 GN=Pcbp3 PE=1 SV=3",0,38.794,13,4,30,1,371,39.3,7.52,"other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","59093","ENSMUSG00000001120","Pcbp3",NA,"mRNA processing"
"70","Q9R099",-0.451120332040851,-1.3671014741332,19.0637380088774,2.98389704076171,0.00795477406686847,0.999721833650411,0.999721833650411,-3.76730601530131,"Transducin beta-like protein 2 OS=Mus musculus OX=10090 GN=Tbl2 PE=1 SV=2",0,15.286,5,2,8,2,442,49.6,9.04,"stress response;signal transduction","ER/Golgi","other molecular function","27368","ENSMUSG00000005374","Tbl2",NA,NA
"71","Q9DB41",-0.450317864937052,-1.36634126571766,23.7018249974896,1.88450817986747,0.075738295377165,0.999721833650411,0.999721833650411,-4.28755042132676,"Mitochondrial glutamate carrier 2 OS=Mus musculus OX=10090 GN=Slc25a18 PE=1 SV=4",0,77.875,27,10,91,7,320,34.1,9.19,"other metabolic processes;transport","other membranes","transporter activity","71803","ENSMUSG00000004902","Slc25a18","Organic anion transporters",NA
"72","E9Q1L7",0.448181994987067,1.36431993204515,18.1053540858878,-2.42216922507185,0.0285469241364642,0.999721833650411,0.999721833650411,-4.22942464439624,"DnaJ homolog subfamily C member 28 OS=Mus musculus OX=10090 GN=Dnajc28 PE=1 SV=1",0.025,1.582,3,1,2,1,409,47.5,8.9,NA,NA,NA,"246738","ENSMUSG00000039763","Dnajc28",NA,NA
"73","Q14B80",-0.441936089418064,-1.35842610570069,19.1996346574306,2.22872466723034,0.0388070184297403,0.999721833650411,0.999721833650411,-4.12937786257968,"Potassium voltage-gated channel subfamily C member 2 OS=Mus musculus OX=10090 GN=Kcnc2 PE=1 SV=1",0,29.246,6,3,18,2,642,70.5,7.69,"cell organization and biogenesis;stress response;transport;signal transduction;other biological processes","plasma membrane;other membranes;other cell component","transporter activity;other molecular function","268345","ENSMUSG00000035681","Kcnc2","Voltage gated Potassium channels; Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",NA
"74","Q8BGF8",0.440326101609514,1.35691100408002,18.5078950245223,-2.08469895865197,0.0534657995386425,0.999721833650411,0.999721833650411,-4.20491368546643,"Solute carrier family 35 member D3 OS=Mus musculus OX=10090 GN=Slc35d3 PE=2 SV=1",0,17.314,6,2,3,2,422,44.9,7.33,"transport;other biological processes","other membranes;ER/Golgi;other cytoplasmic organelle","transporter activity","76157","ENSMUSG00000050473","Slc35d3",NA,NA
"75","Q2EMV9",0.440234490963675,1.35682484342704,23.0276135844419,-1.64174248991531,0.117987182435545,0.999721833650411,0.999721833650411,-4.3922212810339,"Protein mono-ADP-ribosyltransferase PARP14 OS=Mus musculus OX=10090 GN=Parp14 PE=1 SV=3",0.002,3.134,1,2,27,1,1817,203.7,6.79,"protein metabolism;other metabolic processes;stress response;other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cell component","other molecular function","547253","ENSMUSG00000034422","Parp14","Nicotinamide salvaging",NA
"76","D3Z289",0.438651821606509,1.35533719177764,20.5537544224015,-1.48265940103646,0.155450132237149,0.999721833650411,0.999721833650411,-4.45649038861966,"Regulator of G-protein-signaling 8 OS=Mus musculus OX=10090 GN=Rgs8 PE=1 SV=1",0,18.97,17,3,14,3,178,20.8,9.26,"signal transduction;other biological processes",NA,"enzyme regulator activity","67792","ENSMUSG00000042671","Rgs8",NA,NA
"77","Q9EPB7",0.43835033310139,1.35505398855066,18.8030371435139,-1.90364280537259,0.0777001893973972,0.999721833650411,0.999721833650411,-4.36631699735818,"Probable G-protein coupled receptor 88 OS=Mus musculus OX=10090 GN=Gpr88 PE=2 SV=1",0,15.2,8,1,10,1,384,40.2,9.36,"signal transduction;other biological processes","plasma membrane;other membranes;nucleus;other cell component","cytoskeletal activity;other molecular function","64378","ENSMUSG00000068696","Gpr88",NA,"Odorant GPCRs; GPCRs, Other"
"78","E9Q0H6",-0.435324715681833,-1.3522151496313,20.7886879041085,0.999427669977425,0.332452210530743,0.999721833650411,0.999721833650411,-4.62322905426843,"Fatty acid-binding protein, brain OS=Mus musculus OX=10090 GN=Fabp7 PE=1 SV=1",0,33.073,21,3,15,3,188,20.6,6.76,NA,NA,"other molecular function",NA,"ENSMUSG00000019874","Fabp7",NA,NA
"79","Q9D387",0.432491975980806,1.34956267262657,22.9363478421935,-1.53861703110037,0.141279924594938,0.999721833650411,0.999721833650411,-4.43432713078257,"Lysosome-associated membrane glycoprotein 5 OS=Mus musculus OX=10090 GN=Lamp5 PE=1 SV=2",0,26.234,11,3,38,3,280,31.7,6.14,"other biological processes","plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle",NA,"76161","ENSMUSG00000027270","Lamp5",NA,NA
"80","Q60857",0.431177845490108,1.3483339347967,19.3119873037924,-1.14192023713293,0.270276430597202,0.999721833650411,0.999721833650411,-4.57720246158409,"Sodium-dependent serotonin transporter OS=Mus musculus OX=10090 GN=Slc6a4 PE=1 SV=4",0.005,2.473,1,1,1,1,630,70,6.18,"stress response;transport;developmental processes;other biological processes","plasma membrane;other membranes;other cytoplasmic organelle;other cell component","transporter activity;cytoskeletal activity;other molecular function","15567","ENSMUSG00000020838","Slc6a4","Serotonin clearance from the synaptic cleft","SIDS Susceptibility Pathways"
"81","Q3TLM7",-0.429158374997893,-1.34644787041866,17.9252477679357,1.31438778794438,0.205207794601156,0.999721833650411,0.999721833650411,-4.51990511229534,"Sorting nexin-16 OS=Mus musculus OX=10090 GN=Snx16 PE=1 SV=1",0,28.339,10,2,20,2,304,34.4,5.39,NA,NA,"other molecular function","74718","ENSMUSG00000027534","Snx16",NA,NA
"82","P58242",0.427527828424363,1.34492696287375,19.679742526589,-1.85640820521688,0.0807997183402374,0.999721833650411,0.999721833650411,-4.30242076221052,"Acid sphingomyelinase-like phosphodiesterase 3b OS=Mus musculus OX=10090 GN=Smpdl3b PE=1 SV=1",0,37.757,12,4,24,4,456,51.6,6.43,"other metabolic processes;stress response;other biological processes","non-structural extracellular;plasma membrane;other membranes","other molecular function","100340","ENSMUSG00000028885","Smpdl3b",NA,NA
"83","O35598",0.427409150030329,1.3448163315881,20.320184537536,-2.38185156034552,0.0284581567203727,0.999721833650411,0.999721833650411,-4.05669361367691,"Disintegrin and metalloproteinase domain-containing protein 10 OS=Mus musculus OX=10090 GN=Adam10 PE=1 SV=2",0,19.84,4,3,12,3,749,83.9,7.94,"cell organization and biogenesis;protein metabolism;other metabolic processes;transport;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;ER/Golgi;nucleus;other cell component","other molecular function","11487","ENSMUSG00000054693","Adam10","Neutrophil degranulation; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; Degradation of the extracellular matrix; NOTCH3 Activation and Transmission of Signal to the Nucleus","Hypertrophy Model; Alzheimers Disease; Delta-Notch Signaling Pathway"
"84","Q60771",0.426830622485614,1.34427716198142,28.118515924496,-2.8412358048642,0.0108288441577076,0.999721833650411,0.999721833650411,-3.83569556345744,"Claudin-11 OS=Mus musculus OX=10090 GN=Cldn11 PE=1 SV=1",0,65.699,11,3,209,3,207,22.1,7.91,"cell adhesion;cell organization and biogenesis;developmental processes;other biological processes","plasma membrane;other membranes;cytoskeleton;other cell component","other molecular function","18417","ENSMUSG00000037625","Cldn11",NA,NA
"85","Q9CWF2",-0.424353388934215,-1.34197090112735,23.2545940293392,3.50503432267148,0.00252616210954718,0.999721833650411,0.999721833650411,-3.52374928365633,"Tubulin beta-2B chain OS=Mus musculus OX=10090 GN=Tubb2b PE=1 SV=1",0,793.633,72,26,1094,1,445,49.9,4.89,"cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;other biological processes","cytoskeleton;other cell component","cytoskeletal activity;other molecular function","73710","ENSMUSG00000045136","Tubb2b","COPI-mediated anterograde transport; RHO GTPases Activate Formins; HSP90 chaperone cycle for steroid hormone receptors (SHR); MHC class II antigen presentation; Recycling pathway of L1; Aggrephagy; Hedgehog 'off' state; Separation of Sister Chromatids; The role of GTSE1 in G2/M progression after G2 checkpoint; Recruitment of NuMA to mitotic centrosomes; Intraflagellar transport; Resolution of Sister Chromatid Cohesion; EML4 and NUDC in mitotic spindle formation; COPI-dependent Golgi-to-ER retrograde traffic; Kinesins; Carboxyterminal post-translational modifications of tubulin; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane; RHO GTPases activate IQGAPs; COPI-independent Golgi-to-ER retrograde traffic; Sealing of the nuclear envelope (NE) by ESCRT-III",NA
"86","P51655",-0.421579070923151,-1.33939275640998,19.7895968096954,2.12735740949451,0.0474602710514535,0.999721833650411,0.999721833650411,-4.17685139858465,"Glypican-4 OS=Mus musculus OX=10090 GN=Gpc4 PE=1 SV=2",0,34.353,11,4,7,3,557,62.5,6.33,"cell adhesion;cell-cell signaling;cell organization and biogenesis;signal transduction;other biological processes","non-structural extracellular;plasma membrane;other membranes;ER/Golgi;other cell component",NA,"14735","ENSMUSG00000031119","Gpc4","Retinoid metabolism and transport; A tetrasaccharide linker sequence is required for GAG synthesis; HS-GAG biosynthesis; HS-GAG degradation",NA
"87","Q7M750",0.420141971290136,1.33805922270071,21.7957408985681,-2.1397917205059,0.0463112809149103,0.999721833650411,0.999721833650411,-4.17106150188208,"Opalin OS=Mus musculus OX=10090 GN=Opalin PE=1 SV=1",0,27.689,29,4,34,4,143,15.8,4.88,"other biological processes","plasma membrane;other membranes;ER/Golgi;other cell component",NA,"226115","ENSMUSG00000050121","Opalin",NA,NA
"88","E0CYH4",0.416711757640783,1.33488157481661,18.0687872754465,-1.57424049756522,0.134980694305025,0.999721833650411,0.999721833650411,-4.422232164819,"WD repeat-containing protein 26 (Fragment) OS=Mus musculus OX=10090 GN=Wdr26 PE=1 SV=1",0,15.89,5,2,9,2,625,68.8,6.15,NA,NA,NA,"226757","ENSMUSG00000038733","Wdr26",NA,NA
"89","Q3UFC0",-0.416288298817605,-1.33448981882216,20.7173217170897,2.40052451143877,0.0273891596253709,0.999721833650411,0.999721833650411,-4.04776920916484,"Kv channel-interacting protein 4 OS=Mus musculus OX=10090 GN=Kcnip4 PE=1 SV=1",0,26.495,16,4,26,3,225,26.3,5.4,NA,NA,"other molecular function","80334","ENSMUSG00000029088","Kcnip4",NA,NA
"90","O88935",-0.415583050316052,-1.33383762489326,30.025689818967,3.6811735998607,0.00170717730961373,0.999721833650411,0.999721833650411,-3.44467446563821,"Synapsin-1 OS=Mus musculus OX=10090 GN=Syn1 PE=1 SV=2",0,1033.366,66,32,1236,30,706,74.1,9.8,"cell-cell signaling;cell organization and biogenesis;transport;developmental processes;other biological processes","other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component","cytoskeletal activity;other molecular function","20964","ENSMUSG00000037217","Syn1","Dopamine Neurotransmitter Release Cycle; Serotonin Neurotransmitter Release Cycle",NA
