"","Accession","log2_foldchange","foldchange","AveExpr","t","p_value","adj_p_value","q_value","B","description","exp_q.value_combined","sum_pep_score","coverage_percent","num_peptides","num_psms","num_unique_peptides","num_aas","mw_kda","calc_pi","biological_process","cellular_component","molecular_function","entrez_gene_id","ensembl_gene_id","gene_symbol","reactome_pathways","wikipathways"
"55","P97427",1.46504395041238,2.76071880833829,22.0757838144933,-10.9899681693493,2.03463304116358e-09,1.7427022255757e-06,6.3007806358723e-07,11.8707678728546,"Dihydropyrimidinase-related protein 1 OS=Mus musculus OX=10090 GN=Crmp1 PE=1 SV=1",0,540.675,65,23,466,1,572,62.1,7.12,"cell organization and biogenesis;developmental processes;signal transduction;other biological processes","cytosol;cytoskeleton;nucleus;other cell component","cytoskeletal activity;other molecular function","12933","ENSMUSG00000029121","Crmp1","CRMPs in Sema3A signaling",NA
"56","Q61553",1.44983554558146,2.73176909835019,25.271015062533,-6.3120991506085,5.96618019497407e-06,0.00012375113762312,4.47425131017631e-05,4.03437437153633,"Fascin OS=Mus musculus OX=10090 GN=Fscn1 PE=1 SV=4",0,127.643,37,15,121,15,493,54.5,6.89,"cell organization and biogenesis;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;other cell component","cytoskeletal activity;other molecular function","14086","ENSMUSG00000029581","Fscn1",NA,NA
"57","P60487",1.44846665131607,2.72917830167912,22.9690435441297,-5.34829809787058,4.38610039850958e-05,0.000548749894302421,0.0001984018071025,2.05009568903848,"Pyridoxal phosphate phosphatase OS=Mus musculus OX=10090 GN=Pdxp PE=1 SV=1",0,82.075,23,5,70,4,292,31.5,5.74,"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;other cell component","other molecular function","57028","ENSMUSG00000116165","Pdxp",NA,NA
"58","Q9D1E6",1.43293452661415,2.69995343630767,21.2005465532029,-5.89997482024937,1.38021071552906e-05,0.000232453437175215,8.40440836191459e-05,3.19999988694883,"Tubulin-folding cofactor B OS=Mus musculus OX=10090 GN=Tbcb PE=1 SV=2",0,31.878,26,6,17,6,244,27.4,5.24,"developmental processes;other biological processes","cytosol;cytoskeleton;other cell component",NA,"66411","ENSMUSG00000006095","Tbcb",NA,NA
"59","P62774",1.4239404770757,2.68317374470359,21.0332999054659,-8.16570147710589,1.81880504796488e-07,1.49331472792283e-05,5.39911430815486e-06,7.49441455944015,"Myotrophin OS=Mus musculus OX=10090 GN=Mtpn PE=1 SV=2",0,39.403,27,3,34,3,118,12.9,5.52,"cell organization and biogenesis;other metabolic processes;developmental processes;other biological processes","cytosol;cytoskeleton;nucleus;other cell component","nucleic acid binding activity","14489","ENSMUSG00000029840","Mtpn",NA,NA
"60","O88712",1.42110596968632,2.6779072059512,24.6592744338846,-7.00876977448338,1.52175987865384e-06,4.91578334571703e-05,1.777312960314e-05,5.39210058287602,"C-terminal-binding protein 1 OS=Mus musculus OX=10090 GN=Ctbp1 PE=1 SV=2",0,151.769,42,12,117,2,441,47.7,6.77,"cell organization and biogenesis;signal transduction;other biological processes","nucleus;other cell component","other molecular function","13016","ENSMUSG00000037373","Ctbp1","SUMOylation of transcription cofactors; Deactivation of the beta-catenin transactivating complex; Repression of WNT target genes","PluriNetWork: mechanisms associated with pluripotency; Notch Signaling Pathway; Wnt Signaling Pathway NetPath; Wnt Signaling Pathway and Pluripotency"
"61","Q9ERK4",1.41690899248471,2.67012816531519,20.6179320409311,-7.60991517489831,4.93511250368669e-07,2.37186321671089e-05,8.57552690727346e-06,6.50828684179088,"Exportin-2 OS=Mus musculus OX=10090 GN=Cse1l PE=1 SV=1",0,79.988,13,10,41,10,971,110.4,5.77,"transport","cytosol;nucleus","other molecular function","110750","ENSMUSG00000002718","Cse1l",NA,NA
"62","Q9D967",1.4103617853421,2.65803810214044,20.2598180444483,-6.93902281247746,1.73965409060012e-06,5.27382828542699e-05,1.90676494527095e-05,5.25925188567516,"Magnesium-dependent phosphatase 1 OS=Mus musculus OX=10090 GN=Mdp1 PE=1 SV=1",0,78.157,53,6,22,6,164,18.6,6.8,"protein metabolism;other metabolic processes",NA,"other molecular function","67881","ENSMUSG00000002329","Mdp1",NA,NA
"63","Q9DBJ1",1.40802662788231,2.6537392609181,27.1756541537013,-8.03889900780929,2.2758394451635e-07,1.56496035880221e-05,5.65815076146549e-06,7.2732742110952,"Phosphoglycerate mutase 1 OS=Mus musculus OX=10090 GN=Pgam1 PE=1 SV=3",0,365.279,56,13,301,9,254,28.8,7.18,"other metabolic processes;other biological processes","cytosol;nucleus;other cell component","other molecular function","18648","ENSMUSG00000011752","Pgam1","Neutrophil degranulation; Gluconeogenesis; Glycolysis","Glycolysis and Gluconeogenesis"
"64","P70296",1.40559500786276,2.64927022878695,26.5181843304861,-8.36222344716254,1.29027801733098e-07,1.3103216350534e-05,4.73749850303979e-06,7.83270171721489,"Phosphatidylethanolamine-binding protein 1 OS=Mus musculus OX=10090 GN=Pebp1 PE=1 SV=3",0,217.256,56,9,211,9,187,20.8,5.4,"stress response;developmental processes;signal transduction;other biological processes","non-structural extracellular;other membranes;mitochondrion;ER/Golgi;other cell component","signal transduction activity or receptor binding;enzyme regulator activity;other molecular function","23980","ENSMUSG00000032959","Pebp1","MAP2K and MAPK activation; Negative regulation of MAPK pathway","TNF-alpha NF-kB Signaling Pathway; EGFR1 Signaling Pathway"
"65","Q68ED7",1.4048211500818,2.64784954834454,20.8101743284936,-6.92655729764864,6.98710065167835e-06,0.00013805461382593,4.99139683602513e-05,4.10809310367179,"CREB-regulated transcription coactivator 1 OS=Mus musculus OX=10090 GN=Crtc1 PE=1 SV=1",0,71.007,16,5,30,5,630,66.9,6.05,"cell-cell signaling;cell organization and biogenesis;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cell component","other molecular function","382056","ENSMUSG00000003575","Crtc1",NA,NA
"66","P10518",1.40316942818674,2.64481979616651,21.0802481370045,-4.61779412051007,0.000213367566313033,0.00173020900995815,0.000625561112275207,0.480758104508725,"Delta-aminolevulinic acid dehydratase OS=Mus musculus OX=10090 GN=Alad PE=1 SV=1",0,91.51,48,10,35,10,330,36,6.79,"cell organization and biogenesis;other metabolic processes;stress response;other biological processes","non-structural extracellular;cytosol","other molecular function","17025","ENSMUSG00000028393","Alad","Neutrophil degranulation; Heme biosynthesis","Heme Biosynthesis"
"67","Q08331",1.40126240044334,2.6413260483447,23.9929184821725,-5.31869584405752,4.67157314693244e-05,0.000566482146832638,0.000204812944457643,1.98742715411975,"Calretinin OS=Mus musculus OX=10090 GN=Calb2 PE=1 SV=3",0,103.954,48,12,97,11,271,31.4,5.02,"other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component","other molecular function","12308","ENSMUSG00000003657","Calb2",NA,NA
"68","B1AQF4",1.39410452793532,2.6282536729042,21.8378339883242,-7.66347115966422,4.47457388391211e-07,2.3248796518944e-05,8.40565673034051e-06,6.60522008272288,"Dual specificity protein phosphatase OS=Mus musculus OX=10090 GN=Dusp3 PE=1 SV=1",0,80.068,33,5,49,5,210,23.2,7.31,"protein metabolism;other metabolic processes",NA,"other molecular function",NA,"ENSMUSG00000003518","Dusp3",NA,NA
"69","Q3UNZ8",-1.39359987698078,-2.62733447741431,21.3591022516791,5.90730705115036,1.717141378198e-05,0.000270690166859133,9.78686626227061e-05,3.05927614566425,"Quinone oxidoreductase-like protein 2 OS=Mus musculus OX=10090 GN=Cryzl2 PE=1 SV=1",0,99.255,39,8,47,8,350,37.8,8.9,NA,NA,"other molecular function","226527","ENSMUSG00000033488","Cryzl2",NA,NA
"70","Q8C845",1.39153579046961,2.62357819633438,25.532186440271,-8.04854350714731,2.23720062559705e-07,1.56496035880221e-05,5.65815076146549e-06,7.2901733720199,"EF-hand domain-containing protein D2 OS=Mus musculus OX=10090 GN=Efhd2 PE=1 SV=1",0,190.835,58,16,172,16,240,26.8,5.14,NA,NA,"other molecular function","27984","ENSMUSG00000040659","Efhd2",NA,NA
"71","Q99KK7",1.38578713073368,2.61314491050901,20.5510116525015,-5.83617358117945,1.57466218093468e-05,0.000254333756355064,9.1954964168435e-05,3.06886904532062,"Dipeptidyl peptidase 3 OS=Mus musculus OX=10090 GN=Dpp3 PE=1 SV=2",0,82.458,16,9,35,9,738,82.8,5.38,"protein metabolism;other metabolic processes","cytosol;other cell component","other molecular function","75221","ENSMUSG00000063904","Dpp3",NA,NA
"72","P31938",1.38349445078514,2.60899549094083,24.7476047140157,-8.26668818424871,1.52369368700326e-07,1.42071156458597e-05,5.13661587385992e-06,7.66892204164199,"Dual specificity mitogen-activated protein kinase kinase 1 OS=Mus musculus OX=10090 GN=Map2k1 PE=1 SV=2",0,252.275,45,15,179,12,393,43.4,6.7,"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component","enzyme regulator activity;kinase activity;other molecular function","26395","ENSMUSG00000004936","Map2k1","MAP2K and MAPK activation; Signal transduction by L1; RAF activation; Frs2-mediated activation; MAPK3 (ERK1) activation; Negative feedback regulation of MAPK pathway","IL-9 Signaling Pathway; Estrogen signaling; Hypothetical Network for Drug Addiction; EPO Receptor Signaling; ErbB signaling pathway; MicroRNAs in Cardiomyocyte Hypertrophy; PluriNetWork: mechanisms associated with pluripotency; Signaling of Hepatocyte Growth Factor Receptor; Chemokine signaling pathway; MAPK Cascade; Focal Adhesion-PI3K-Akt-mTOR-signaling pathway; IL-7 Signaling Pathway; ESC Pluripotency Pathways; Novel Jun-Dmp1 Pathway; IL-1 Signaling Pathway; IL-3 Signaling Pathway; IL-6 signaling Pathway; Kit Receptor Signaling Pathway; Ethanol metabolism resulting in production of ROS by CYP2E1; IL-2 Signaling Pathway; MAPK signaling pathway; Regulation of Actin Cytoskeleton; EGFR1 Signaling Pathway; Integrin-mediated Cell Adhesion; Insulin Signaling; Focal Adhesion"
"73","Q9R1K9",1.37884047880684,2.60059272533049,21.3273229289824,-7.44604069125331,6.675989207043e-07,3.02414637528235e-05,1.09338719155694e-05,6.20913810842892,"Centrin-2 OS=Mus musculus OX=10090 GN=Cetn2 PE=1 SV=1",0,52.255,27,4,29,4,172,19.8,5,"cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;transport;other biological processes","cytoskeleton;nucleus;other cell component","cytoskeletal activity;other molecular function","26370","ENSMUSG00000031347","Cetn2","DNA Damage Recognition in GG-NER; Recruitment of NuMA to mitotic centrosomes; Anchoring of the basal body to the plasma membrane; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; AURKA Activation by TPX2; SUMOylation of DNA damage response and repair proteins; Formation of Incision Complex in GG-NER",NA
"74","Q3UQZ5",1.37833602332324,2.59968355610714,24.7225554581444,-7.12421958505042,1.22117476446761e-06,4.2703595599396e-05,1.5439584817533e-05,5.61047545750763,"Serine/threonine-protein phosphatase (Fragment) OS=Mus musculus OX=10090 GN=Ppef1 PE=1 SV=1",0.042,1.323,3,1,2,1,237,27.6,5.9,"protein metabolism;other metabolic processes",NA,"other molecular function",NA,"ENSMUSG00000062168","Ppef1",NA,NA
"75","Q6W8Q3",1.3778475529159,2.5988034993407,20.9871752557284,-6.68876426825758,2.82717557311577e-06,7.23499930756444e-05,2.61583091297151e-05,4.77689544246448,"Purkinje cell protein 4-like protein 1 OS=Mus musculus OX=10090 GN=Pcp4l1 PE=1 SV=1",0,17.85,32,2,13,2,68,7.5,5.52,NA,NA,NA,"66425","ENSMUSG00000038370","Pcp4l1",NA,NA
"76","O35945",1.3756415450812,2.59483273640414,20.6992316631902,-5.22237311530962,6.88349836914224e-05,0.000751464461850126,0.000271693732887002,1.683277085788,"Aldehyde dehydrogenase, cytosolic 1 OS=Mus musculus OX=10090 GN=Aldh1a7 PE=1 SV=1",0,103.835,21,9,72,2,501,54.6,7.71,"other metabolic processes","other cell component","other molecular function","26358","ENSMUSG00000024747","Aldh1a7",NA,NA
"77","Q9D0F9",1.37093999415494,2.58639028611095,24.9878885751352,-5.15898578606136,6.57550021555439e-05,0.000735519461783955,0.000265928780838311,1.64779653200065,"Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=4",0,263.559,49,22,224,22,562,61.4,6.57,"other metabolic processes","cytosol;cytoskeleton;other cell component","other molecular function","72157","ENSMUSG00000025791; ENSMUSG00000116466","Pgm1","Neutrophil degranulation; Glycogen synthesis","Glucuronidation; Purine metabolism; Glycogen Metabolism"
"78","P05201",1.36862494736562,2.58224331612792,27.6158890047502,-7.07329421036549,1.34535387450117e-06,4.49325391475347e-05,1.62454645679836e-05,5.51438407979726,"Aspartate aminotransferase, cytoplasmic OS=Mus musculus OX=10090 GN=Got1 PE=1 SV=3",0,436.615,65,23,391,23,413,46.2,7.14,"other metabolic processes;stress response;signal transduction;other biological processes","cytosol;nucleus;other cytoplasmic organelle;other cell component","other molecular function","14718","ENSMUSG00000025190","Got1","Gluconeogenesis; Aspartate and asparagine metabolism","Glycolysis and Gluconeogenesis; Alanine and aspartate metabolism"
"79","A0A0R4J1F4",1.36783345077603,2.5808270249685,22.9080817116509,-10.6932762574952,3.12985437970695e-09,1.89706294814919e-06,6.85887543684096e-07,11.4570202781315,"MAP kinase-activating death domain protein OS=Mus musculus OX=10090 GN=Madd PE=1 SV=1",0,340.449,30,29,162,29,1558,173.1,6.2,"other biological processes","other membranes;other cell component","enzyme regulator activity","228355","ENSMUSG00000040687","Madd",NA,NA
"80","Q8BHZ0",1.36601971826,2.57758449026824,21.2226513799296,-4.36556688724291,0.000372267411415763,0.00261983190783843,0.000947206350683104,-0.0692053196035367,"CYFIP-related Rac1 interactor A OS=Mus musculus OX=10090 GN=Cyria PE=1 SV=1",0,125.162,40,9,57,7,323,37.3,6.01,"cell organization and biogenesis","other membranes","other molecular function","76820","ENSMUSG00000020589","Cyria",NA,NA
"81","Q9CZ44",1.36451890391972,2.57490446143667,23.4749979374847,-6.80352165962209,2.26042330998649e-06,6.3179633082672e-05,2.28427440366246e-05,4.99918266812425,"NSFL1 cofactor p47 OS=Mus musculus OX=10090 GN=Nsfl1c PE=1 SV=1",0,162.078,42,11,115,11,370,40.7,5.15,"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component","other molecular function","386649","ENSMUSG00000027455","Nsfl1c","RHOH GTPase cycle",NA
"82","P63101",1.35883742348938,2.56478416512206,29.1502565341067,-8.76651664095427,6.46593156655001e-08,8.92141068702447e-06,3.22555688955401e-06,8.51188251852629,"14-3-3 protein zeta/delta OS=Mus musculus OX=10090 GN=Ywhaz PE=1 SV=1",0,308.995,67,19,493,12,245,27.8,4.79,"cell-cell signaling;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes","cytosol;nucleus;other cell component","other molecular function","22631","ENSMUSG00000022285","Ywhaz","Interleukin-3, Interleukin-5 and GM-CSF signaling; TP53 Regulates Metabolic Genes; Activation of BAD and translocation to mitochondria ; RHO GTPases activate PKNs; Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex; Rap1 signalling; GP1b-IX-V activation signalling; Deactivation of the beta-catenin transactivating complex; Regulation of localization of FOXO transcription factors; NOTCH4 Activation and Transmission of Signal to the Nucleus; KSRP (KHSRP) binds and destabilizes mRNA","IL-5 Signaling Pathway; TNF-alpha NF-kB Signaling Pathway; IL-3 Signaling Pathway; Myometrial Relaxation and Contraction Pathways; Alpha6-Beta4 Integrin Signaling Pathway; Calcium Regulation in the Cardiac Cell"
"83","Q9CQM9",1.35538651517459,2.55865656528782,21.8754406184655,-7.1471077204687,1.16929616647782e-06,4.15152810098116e-05,1.50099468997353e-05,5.65354244903444,"Glutaredoxin-3 OS=Mus musculus OX=10090 GN=Glrx3 PE=1 SV=1",0,32.317,14,4,14,4,337,37.8,5.59,"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes","cytosol;cytoskeleton;nucleus;other cell component","other molecular function","30926","ENSMUSG00000031068","Glrx3",NA,NA
"84","Q8K3H0",1.35395591079039,2.55612060937084,21.4325808647766,-7.33414718328389,8.22265570517989e-07,3.23544019998938e-05,1.1697809678232e-05,6.00267167779801,"DCC-interacting protein 13-alpha OS=Mus musculus OX=10090 GN=Appl1 PE=1 SV=1",0,118.458,21,11,50,11,707,79.3,5.41,"cell cycle OR cell proliferation;transport;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component","cytoskeletal activity;other molecular function","72993","ENSMUSG00000040760","Appl1","Caspase activation via Dependence Receptors in the absence of ligand","EGFR1 Signaling Pathway"
"85","Q5ND50",1.35223550806509,2.55307427195816,22.5344574972117,-7.35897985839499,7.84991261634967e-07,3.23544019998938e-05,1.1697809678232e-05,6.04864783708248,"Adapter molecule crk OS=Mus musculus OX=10090 GN=Crk PE=1 SV=2",0,117.873,63,13,66,13,261,29.3,7.14,NA,NA,NA,"12928","ENSMUSG00000017776","Crk",NA,"ErbB signaling pathway; Signaling of Hepatocyte Growth Factor Receptor; Chemokine signaling pathway; IL-3 Signaling Pathway; Kit Receptor Signaling Pathway; IL-2 Signaling Pathway; MAPK signaling pathway; Regulation of Actin Cytoskeleton; EGFR1 Signaling Pathway; Integrin-mediated Cell Adhesion; Insulin Signaling; Focal Adhesion"
